module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Difficile;1, 8, 9, 17, ?, 43;Quel terme manque ?;"[""25"", ""27"", ""26"", ""29""]";26;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 17 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;82, 79, ?, 73, 70, 67;Quel terme manque ?;"[""79"", ""76"", ""75"", ""77""]";76;La règle est une soustraction constante de 3. Le terme manquant est donc 76, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 79 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;2, 4, 8, 10, ?, 22;Quel terme manque ?;"[""21"", ""22"", ""19"", ""20""]";20;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 20, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 10 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;2, 5, ?, 12, 19, 31;Quel terme manque ?;"[""6"", ""12"", ""8"", ""7""]";7;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;2, 4, ?, 8, 10, 12;Quel terme manque ?;"[""7"", ""5"", ""6"", ""8""]";6;La règle est une progression arithmétique de +2. Le terme manquant est donc 6, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;4, 9, ?, 39, 79, 159;Quel terme manque ?;"[""20"", ""21"", ""18"", ""19""]";19;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 19, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;4, 7, 11, ?, 29, 47;Quel terme manque ?;"[""20"", ""18"", ""17"", ""19""]";18;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;18, 20, 22, ?, 26, 28;Quel terme manque ?;"[""23"", ""24"", ""29"", ""25""]";24;La règle est une progression arithmétique de +2. Le terme manquant est donc 24, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 22 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;3, 6, 11, 18, ?, 38;Quel terme manque ?;"[""26"", ""30"", ""27"", ""28""]";27;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 27, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 18 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;1, 3, 4, 7, ?, 18;Quel terme manque ?;"[""12"", ""11"", ""16"", ""10""]";11;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;71, 68, 65, ?, 59, 56;Quel terme manque ?;"[""63"", ""64"", ""61"", ""62""]";62;La règle est une soustraction constante de 3. Le terme manquant est donc 62, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 65 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;7, 15, 31, 63, ?, 255;Quel terme manque ?;"[""126"", ""130"", ""128"", ""127""]";127;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 127, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 63 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 4, ?, 9, 14, 23;Quel terme manque ?;"[""5"", ""4"", ""8"", ""6""]";5;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 5, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;1, 5, 25, 125, 625, ?;Quel terme manque ?;"[""3125"", ""3127"", ""3124"", ""3126""]";3125;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 3125, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 625 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;2, 4, 8, 10, 20, ?;Quel terme manque ?;"[""22"", ""21"", ""23"", ""24""]";22;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 20 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Facile;11, ?, 21, 26, 31, 36;Quel terme manque ?;"[""15"", ""16"", ""17"", ""21""]";16;La règle est une progression arithmétique de +5. Le terme manquant est donc 16, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +5;true
psychotechnique;suites_logiques;Moyenne;2, 5, 10, 17, ?, 37;Quel terme manque ?;"[""27"", ""25"", ""31"", ""26""]";26;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 17 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;72, 69, ?, 63, 60, 57;Quel terme manque ?;"[""65"", ""67"", ""68"", ""66""]";66;La règle est une soustraction constante de 3. Le terme manquant est donc 66, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 69 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;4, 7, 12, ?, 28, 39;Quel terme manque ?;"[""18"", ""19"", ""22"", ""20""]";19;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 19, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 12 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, ?, 9, 14, 23, 37;Quel terme manque ?;"[""10"", ""5"", ""6"", ""4""]";5;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 5, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;75, 72, ?, 66, 63, 60;Quel terme manque ?;"[""72"", ""70"", ""69"", ""68""]";69;La règle est une soustraction constante de 3. Le terme manquant est donc 69, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 72 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;1, 3, ?, 13, 21, 31;Quel terme manque ?;"[""7"", ""12"", ""6"", ""8""]";7;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;1, ?, 9, 27, 81, 243;Quel terme manque ?;"[""4"", ""2"", ""6"", ""3""]";3;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 3, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 1 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
